"","SRR1408848","SRR1408849","SRR1408850","SRR1408851","SRR1408852","SRR1408853","SRR1408854","SRR1408855"
"Gm49415",0,0,8,0,0,0,2,1
"Gm4951",0,0,5,0,0,0,0,2
"Gm4952",0,0,0,0,0,0,6,3
"Gm49566",6,0,5,1,6,0,7,7
"Gm4961",1,0,0,0,0,0,0,0
"Gm49668",20,20,11,0,7,21,11,7
"Gm4972",13,34,13,10,22,31,15,12
"Gm4988",29,20,58,54,5,49,93,35
"Gm49890",0,0,0,12,0,0,0,0
"Gm5",6,0,0,0,0,0,0,2
"Gm50217",2,0,0,0,10,0,0,0
"Gm50270",0,0,4,0,0,0,0,0
"Gm50340",7,5,0,0,0,0,0,0
"Gm50587",0,0,0,0,0,0,2,0
"Gm50594",6,21,9,10,16,10,15,0
"Gm50595",0,0,2,0,0,9,0,0
"Gm50596",0,0,0,1,6,0,0,0
"Gm50598",0,0,0,0,0,0,0,1
"Gm50599",9,0,0,0,0,0,0,5
"Gm5065",0,0,0,0,0,2,0,1
"Gm5069",17,7,31,28,14,21,29,6
"Gm5079",1,9,4,0,0,0,0,5
"Gm5083",0,0,0,0,0,2,0,0
"Gm5086",18,5,11,4,5,0,35,4
"Gm5087",0,0,4,0,2,0,0,0
"Gm5088",14,14,21,12,7,5,15,5
"Gm5089",46,38,100,37,41,26,29,16
"Gm5105",9,0,1,0,2,10,0,6
"Gm5111",0,0,1,0,0,0,0,0
"Gm5113",112,122,184,85,120,142,191,187
"Gm5122",0,0,4,0,0,0,0,0
"Gm5124",122,155,89,82,148,141,194,85
"Gm5126",20,13,9,7,12,23,6,5
"Gm5127",14,0,12,0,12,0,2,8
"Gm5136",4,0,6,0,0,0,0,2
"Gm5141",22,30,19,27,23,52,22,35
"Gm51419",0,0,0,0,0,0,2,0
"Gm51424",0,0,8,0,0,0,0,0
"Gm51425",0,0,2,1,0,0,0,0
"Gm51431",2,0,0,0,0,0,0,3
"Gm51436",0,0,2,0,6,0,0,0
"Gm5144",0,0,0,0,2,0,0,0
"Gm51442",0,0,0,0,0,0,0,2
"Gm51443",0,0,0,0,0,0,0,2
"Gm51446",2,0,0,0,0,0,0,1
"Gm51447",0,18,0,0,0,13,0,0
"Gm51451",0,0,0,1,0,0,0,0
"Gm51452",1,0,1,0,0,19,0,1
"Gm51454",0,0,12,7,0,4,0,1
"Gm51455",0,0,0,0,0,0,5,0
"Gm51456",3,16,0,0,6,7,5,1
"Gm51458",2,0,0,0,2,0,0,0
"Gm51460",0,0,0,0,2,0,0,0
"Gm51469",2,0,3,0,0,0,0,0
"Gm51471",5,0,0,0,0,0,4,6
"Gm51472",20,5,2,2,4,7,0,3
"Gm51479",4,0,0,0,0,0,0,0
"Gm5148",8,23,2,3,0,12,11,20
"Gm51480",3,0,0,0,2,12,4,1
"Gm51481",0,0,0,0,0,0,1,0
"Gm51487",0,0,0,7,0,2,0,1
"Gm51491",7,0,4,0,0,0,0,0
"Gm51492",0,2,0,0,0,0,0,0
"Gm51493",0,0,0,2,0,0,0,0
"Gm51494",3,0,0,0,0,0,0,0
"Gm51497",2,5,0,0,0,0,0,2
"Gm5150",17,0,55,0,30,23,26,24
"Gm51502",0,0,0,0,4,0,0,0
"Gm51531",11,18,10,8,10,26,6,14
"Gm51532",11,0,0,0,0,0,0,0
"Gm51534",4,36,2,0,2,6,4,0
"Gm51535",7,0,11,0,0,0,0,0
"Gm51536",0,0,0,2,0,0,2,0
"Gm51538",0,0,0,0,0,0,6,1
"Gm51541",0,2,0,0,0,0,0,0
"Gm51543",164,193,181,143,156,167,213,199
"Gm51544",3,0,6,0,2,0,0,0
"Gm51548",0,0,0,0,0,0,1,0
"Gm51550",0,0,0,0,0,1,0,0
"Gm51551",5,2,5,0,1,3,7,7
"Gm51555",0,0,0,0,0,0,0,1
"Gm51556",3,0,1,0,11,0,0,3
"Gm51569",0,0,2,0,0,2,0,1
"Gm51579",27,21,44,33,47,37,26,28
"Gm51585",3,0,0,0,0,0,0,0
"Gm51604",4,10,2,0,5,3,3,3
"Gm51605",3,2,0,0,0,3,0,0
"Gm5161",0,3,0,0,1,1,1,0
"Gm51616",0,2,0,0,0,0,0,0
"Gm51621",0,0,1,0,2,2,0,0
"Gm51622",1,0,0,0,0,0,0,0
"Gm51627",2,0,0,0,0,0,0,0
"Gm51635",0,0,0,8,0,0,0,0
"Gm51637",1,0,0,0,0,0,0,0
"Gm51640",7,0,0,6,0,0,13,0
"Gm51644",0,0,0,0,6,1,0,3
"Gm5165",51,40,37,23,46,33,63,35
"Gm51656",0,0,6,0,0,0,0,0
"Gm51664",0,0,0,0,0,0,0,2
"Gm51666",0,0,0,0,0,0,0,1
"Gm51667",0,2,0,0,0,0,0,0
"Gm51668",0,0,0,0,4,0,0,0
"Gm51670",0,0,8,0,0,0,0,0
"Gm51671",0,9,0,29,1,5,6,1
"Gm51672",0,0,0,2,0,0,0,2
"Gm51673",0,0,0,0,4,0,0,0
"Gm51674",11,0,8,6,9,10,0,6
"Gm51691",0,3,4,6,0,7,0,5
"Gm51695",0,0,2,0,0,0,0,0
"Gm51700",12,0,0,0,0,0,0,0
"Gm51701",5,0,11,0,18,1,11,0
"Gm51704",3,0,8,0,0,0,0,0
"Gm51707",0,0,1,0,0,0,7,3
"Gm51708",0,0,0,0,0,3,0,0
"Gm51709",14,11,10,4,4,2,16,2
"Gm51710",0,4,0,0,0,0,0,0
"Gm51714",0,0,2,4,0,3,0,5
"Gm51715",0,0,0,0,1,0,0,0
"Gm51716",0,0,0,0,0,5,0,0
"Gm51737",5,0,1,14,5,0,0,1
"Gm51741",1,0,0,0,0,0,0,0
"Gm51750",0,0,0,0,2,0,0,0
"Gm51751",0,0,6,22,0,5,6,6
"Gm51752",0,0,0,0,6,0,0,0
"Gm51759",0,0,0,0,0,0,0,3
"Gm5176",6,1,11,8,0,0,0,5
"Gm5177",1,0,0,0,0,2,11,0
"Gm51770",0,0,0,12,0,0,0,0
"Gm51772",0,0,8,0,0,0,0,0
"Gm51774",0,0,0,2,0,5,0,0
"Gm51795",0,0,0,0,0,0,2,0
"Gm51797",13,18,17,17,4,9,14,12
"Gm51798",0,0,0,0,0,0,1,0
"Gm51801",8,3,1,0,0,9,0,4
"Gm51806",5,12,16,0,0,0,0,8
"Gm51808",5,0,0,0,4,0,0,2
"Gm51810",0,0,0,0,0,0,0,1
"Gm51811",0,0,0,0,0,2,0,0
"Gm51812",0,0,0,0,0,0,0,1
"Gm51815",13,0,0,27,13,0,2,3
"Gm51817",19,5,42,23,22,3,10,21
"Gm51818",0,0,1,0,0,0,0,0
"Gm51821",4,0,0,1,0,7,0,0
"Gm51824",0,0,1,0,0,0,0,0
"Gm51864",7,0,0,0,14,0,0,5
"Gm51873",0,8,0,0,0,0,0,0
"Gm51874",2,0,6,15,0,0,4,0
"Gm51875",21,27,28,15,24,4,15,12
"Gm51879",5,6,0,0,0,0,0,1
"Gm51881",0,0,1,7,7,20,0,2
"Gm51882",0,0,0,5,0,4,0,0
"Gm51887",0,0,0,0,0,0,5,0
"Gm51889",7,4,10,0,5,7,1,0
"Gm51891",0,0,0,0,0,4,0,0
"Gm51893",4,0,4,0,0,0,0,3
"Gm51900",0,0,0,2,0,0,2,0
"Gm51903",0,0,0,0,0,0,0,1
"Gm51905",0,0,1,0,0,0,0,0
"Gm51906",3,0,0,0,0,0,0,0
"Gm51909",35,15,12,13,2,28,1,3
"Gm51910",20,16,2,50,0,4,12,21
"Gm51915",1,0,0,0,0,0,0,1
"Gm51917",5,0,0,0,0,0,0,0
"Gm51926",30,17,34,33,11,20,74,26
"Gm51928",0,0,0,0,5,0,0,0
"Gm51929",0,0,0,0,0,9,0,0
"Gm51933",2,0,0,0,0,0,0,0
"Gm51934",5,0,0,0,3,10,0,0
"Gm51935",0,0,4,0,0,0,0,0
"Gm51938",3,0,3,0,9,8,0,1
"Gm51955",0,0,0,2,0,0,0,0
"Gm51958",10,8,7,1,0,4,0,1
"Gm51960",6,0,2,0,0,0,6,0
"Gm51961",23,11,19,10,11,26,9,3
"Gm51963",16,4,8,8,54,12,95,17
"Gm51965",2,0,0,0,0,0,0,0
"Gm51968",3,16,9,5,0,9,0,10
"Gm51969",0,0,1,0,0,0,0,0
"Gm51971",4,0,0,0,0,7,0,9
"Gm51983",1,1,0,0,0,1,2,1
"Gm51985",2,0,0,0,2,0,4,0
"Gm51986",2,0,0,0,0,0,0,0
"Gm51987",0,0,1,0,0,0,0,0
"Gm51988",0,0,1,0,0,0,0,3
"Gm51990",0,0,9,0,0,6,0,0
"Gm52002",0,3,2,9,1,0,0,3
"Gm52005",3,0,7,0,13,8,0,0
"Gm52009",3,9,3,0,2,0,10,1
"Gm52013",0,4,0,0,0,0,0,2
"Gm52026",8,0,7,10,0,0,11,7
"Gm52030",0,0,0,0,0,1,0,0
"Gm52040",2,0,0,0,0,0,0,0
"Gm52041",4,6,0,0,0,0,0,1
"Gm52047",32,20,48,22,20,25,14,30
"Gm52049",6,0,2,0,6,0,4,0
"Gm52051",0,0,1,0,0,0,0,0
"Gm52052",0,0,0,3,0,0,1,4
"Gm52054",3,2,0,0,0,0,12,3
"Gm52057",0,0,0,0,0,1,0,0
"Gm52059",9,0,6,6,2,22,0,9
"Gm52060",0,0,0,0,2,0,0,0
"Gm52062",0,0,15,0,0,0,0,0
"Gm52066",0,0,1,0,0,0,0,0
"Gm52067",0,3,0,0,0,0,0,0
"Gm52070",3,0,3,0,0,0,0,0
"Gm52092",2,0,5,5,2,0,3,0
"Gm52096",1,0,0,0,0,0,0,0
"Gm52097",2,0,7,16,6,0,5,3
"Gm52102",0,0,1,2,0,5,0,0
"Gm52108",0,3,0,5,0,0,0,0
"Gm52110",4,2,9,15,0,3,1,3
"Gm52117",0,4,0,0,0,0,0,0
"Gm52118",0,0,0,0,0,0,0,3
"Gm52119",4,0,2,0,3,0,0,1
"Gm52123",2,0,0,0,0,0,0,0
"Gm52127",3,0,4,5,0,0,0,0
"Gm52128",4,0,0,0,0,0,0,6
"Gm52129",8,10,14,13,4,1,10,4
"Gm52131",0,0,0,9,0,0,0,1
"Gm52132",3,7,0,3,0,0,0,4
"Gm52133",1,2,0,0,2,1,0,0
"Gm52134",7,20,0,0,0,0,0,0
"Gm52138",6,7,13,20,5,5,1,10
"Gm52140",0,0,0,2,0,0,0,0
"Gm52143",0,0,0,0,0,0,0,3
"Gm52149",0,1,1,0,0,0,0,0
"Gm5215",0,0,0,0,0,0,1,0
"Gm52150",17,7,0,19,0,0,0,12
"Gm52172",4,0,0,0,2,10,0,2
"Gm52174",0,0,0,1,0,0,0,5
"Gm52176",0,0,0,2,0,0,0,0
"Gm52185",4,0,4,3,0,0,6,6
"Gm52186",2,1,0,10,0,1,0,0
"Gm52187",6,0,0,0,0,0,0,0
"Gm52188",2,0,0,0,0,0,0,0
"Gm52189",0,0,0,0,4,3,0,7
"Gm52199",1,0,0,0,0,0,0,0
"Gm52200",0,7,0,8,0,10,4,1
"Gm52202",0,0,0,0,0,8,0,0
"Gm52203",0,2,0,0,0,0,0,0
"Gm52210",4,4,0,0,0,8,3,10
"Gm52213",2,0,0,11,0,0,2,0
"Gm52216",1,0,0,0,0,0,0,0
"Gm52217",0,11,0,0,0,0,0,4
"Gm52229",2,7,9,0,3,0,11,0
"Gm52235",1,0,2,4,0,0,0,4
"Gm52238",0,0,6,5,0,0,0,0
"Gm52241",1,0,0,0,3,0,0,1
"Gm52251",11,8,5,11,19,0,3,10
"Gm52252",0,0,1,0,8,0,0,0
"Gm52255",30,27,35,28,21,39,16,18
"Gm52261",3,0,0,0,0,0,10,0
"Gm52264",0,0,0,0,0,0,0,1
"Gm52280",0,0,0,0,0,0,2,1
"Gm52285",6,0,0,0,0,0,0,1
"Gm52287",11,0,1,0,2,0,3,0
"Gm52292",0,0,0,2,0,0,0,1
"Gm52294",7,0,4,0,1,0,5,0
"Gm52296",3,1,5,0,7,5,1,0
"Gm52302",0,0,2,0,0,0,0,3
"Gm52305",0,0,4,0,0,0,0,0
"Gm52310",13,7,49,19,18,34,17,8
"Gm52312",1,0,0,0,0,0,0,0
"Gm52313",0,0,0,1,6,0,0,3
"Gm52316",0,0,3,0,0,0,6,0
"Gm52320",0,0,0,0,0,0,0,1
"Gm52321",0,0,3,0,0,0,0,0
"Gm52328",2,11,0,0,0,6,0,0
"Gm52329",0,3,0,0,0,0,0,0
"Gm52330",0,0,2,0,0,0,0,0
"Gm52332",0,0,0,0,0,0,0,2
"Gm52333",0,0,0,0,0,0,0,1
"Gm52334",2,0,0,0,0,0,0,0
"Gm52340",0,0,1,0,0,0,0,0
"Gm52343",2,3,2,2,0,3,0,0
"Gm52345",0,0,0,0,0,3,0,0
"Gm52348",8,0,0,0,0,0,0,0
"Gm52350",4,0,0,0,0,0,0,0
"Gm52354",9,0,0,5,2,7,2,7
"Gm52357",0,0,1,0,0,0,0,3
"Gm52358",4,4,3,5,3,2,1,1
"Gm52359",2,0,0,2,0,0,1,0
"Gm52364",0,15,0,13,1,3,13,4
"Gm52380",0,0,0,6,0,0,0,0
"Gm52381",5,5,6,6,1,2,7,2
"Gm52382",0,0,0,0,0,2,0,1
"Gm52383",0,4,0,0,0,0,0,1
"Gm52384",1,0,0,0,0,0,0,0
"Gm52385",37,40,41,11,17,65,28,45
"Gm52392",0,0,0,0,0,0,0,3
"Gm52395",6,3,5,14,3,3,1,1
"Gm52399",0,0,0,1,0,0,4,0
"Gm52407",0,0,3,0,0,0,0,0
"Gm52422",1,0,0,0,0,0,0,0
"Gm52427",0,0,0,0,0,0,0,1
"Gm52428",0,7,0,8,0,0,0,0
"Gm52430",1,0,0,4,0,0,0,2
"Gm52438",0,0,0,0,0,8,0,0
"Gm52440",0,0,0,3,0,0,0,5
"Gm52456",4,0,0,7,0,0,2,0
"Gm52500",0,0,2,0,0,0,0,0
"Gm52502",0,0,3,0,0,0,0,0
"Gm52503",0,11,0,4,0,0,4,1
"Gm52506",1,0,2,0,0,3,0,0
"Gm52507",0,0,7,1,0,7,0,3
"Gm52508",4,0,0,0,0,6,1,2
"Gm52514",1,0,4,0,0,0,0,0
"Gm52520",0,1,0,0,0,0,0,0
"Gm52522",1,0,0,0,0,0,0,0
"Gm52523",0,0,0,1,0,0,1,0
"Gm52524",0,0,2,0,0,0,1,0
"Gm52526",0,0,6,0,0,0,0,1
"Gm52527",0,2,0,0,0,0,0,0
"Gm52533",10,0,1,0,0,0,0,0
"Gm52534",0,0,0,7,0,0,0,0
"Gm52546",0,0,3,0,0,0,0,0
"Gm52560",0,0,9,0,4,4,0,0
"Gm52562",3,0,8,0,0,0,5,0
"Gm52565",0,6,5,0,4,0,0,6
"Gm52571",8,32,4,13,0,9,25,16
"Gm52572",0,0,0,0,0,11,1,0
"Gm52599",0,2,0,0,0,9,0,0
"Gm52603",841,680,760,710,552,793,709,926
"Gm52604",3,0,6,0,0,2,0,2
"Gm52617",0,0,0,5,0,0,0,0
"Gm52618",4,5,9,13,0,8,4,12
"Gm52620",0,0,1,0,5,4,14,9
"Gm52621",0,0,0,0,0,0,0,2
"Gm52626",0,0,0,1,0,0,0,0
"Gm52628",5,7,9,0,0,6,5,7
"Gm52629",0,1,1,0,4,0,4,5
"Gm52631",1,0,6,0,0,6,0,6
"Gm52633",4,0,0,0,0,0,0,0
"Gm52634",0,0,0,14,0,0,5,1
"Gm52667",0,0,8,16,0,0,0,3
"Gm52668",0,0,0,0,0,0,0,1
"Gm52669",0,0,5,6,0,0,0,0
"Gm52670",0,0,0,3,0,6,0,2
"Gm52677",8,0,7,3,0,10,0,0
"Gm52678",2,0,0,0,0,0,0,0
"Gm52679",0,4,0,0,0,0,0,0
"Gm52680",0,3,0,0,0,0,0,0
"Gm52681",8,12,9,8,3,8,0,3
"Gm52684",0,0,0,0,0,0,2,0
"Gm52688",6,5,8,0,8,7,14,9
"Gm52691",0,2,0,0,0,0,0,0
"Gm52692",9,10,3,0,10,17,0,5
"Gm52697",9,7,11,42,2,37,28,10
"Gm52698",0,1,1,0,4,0,5,0
"Gm527",38,53,70,72,32,39,54,45
"Gm52700",0,0,0,0,0,0,0,1
"Gm52705",6,0,0,4,0,5,10,0
"Gm52707",0,0,0,4,0,0,10,0
"Gm52711",0,0,0,0,0,0,0,2
"Gm52712",0,0,0,0,0,5,0,1
"Gm52719",0,8,0,0,0,0,0,0
"Gm52723",0,0,0,0,0,11,0,0
"Gm52725",1,0,0,0,0,0,0,3
"Gm52726",4,1,5,8,17,8,8,1
"Gm52735",2,0,0,9,9,3,0,2
"Gm52741",0,0,0,0,0,0,1,0
"Gm52764",3,4,5,12,4,4,3,8
"Gm52767",0,0,1,0,0,0,0,0
"Gm52771",12,11,4,6,7,1,0,4
"Gm52775",0,0,0,0,0,0,0,2
"Gm52783",3,0,11,10,28,0,3,1
"Gm52789",2,4,2,0,0,0,0,6
"Gm52790",5,0,0,0,0,0,0,0
"Gm52791",7,0,0,0,0,0,0,0
"Gm52794",0,0,0,0,0,10,0,2
"Gm52797",0,6,11,9,0,0,0,2
"Gm52806",4,3,2,0,4,11,6,4
"Gm52810",0,0,2,0,0,0,0,0
"Gm52812",1,6,0,0,10,0,1,0
"Gm52813",0,0,2,0,0,0,0,0
"Gm52815",3,0,7,12,11,5,3,6
"Gm52816",0,0,0,3,0,0,0,1
"Gm52824",0,6,1,4,8,9,6,5
"Gm52827",0,0,0,0,0,0,1,0
"Gm52830",0,0,0,0,0,0,0,1
"Gm52833",0,0,2,9,3,5,3,3
"Gm52834",0,6,0,0,0,9,0,4
"Gm52858",0,0,0,0,0,0,3,0
"Gm52860",0,0,0,0,0,6,0,0
"Gm52861",1,0,0,1,0,0,0,0
"Gm52863",0,0,0,0,0,0,0,2
"Gm52866",0,0,3,0,0,0,0,0
"Gm52877",30,7,20,0,3,16,0,0
"Gm52878",34,9,15,37,5,15,6,23
"Gm52881",3,0,0,0,0,0,0,0
"Gm52889",2,2,4,0,0,0,0,2
"Gm52890",3,0,0,1,6,0,4,3
"Gm52899",0,0,2,0,0,0,0,0
"Gm52900",0,3,0,0,0,0,0,0
"Gm52907",2,0,6,0,0,0,1,5
"Gm52910",0,6,9,18,9,3,7,3
"Gm52919",0,0,2,0,0,0,0,0
"Gm52920",0,0,6,0,1,0,0,0
"Gm52926",0,0,0,0,0,0,1,0
"Gm53058",4,0,0,0,0,7,0,2
"Gm53059",3,0,0,2,0,0,3,1
"Gm53062",0,0,0,3,1,0,14,7
"Gm53063",2,8,9,10,11,7,0,3
"Gm534",0,0,0,0,9,0,0,0
"Gm536",0,0,2,0,0,0,0,0
"Gm5414",0,0,1,0,0,0,0,0
"Gm5415",2,0,0,2,0,0,0,0
"Gm5424",88,83,36,73,154,125,79,30
"Gm5431",0,0,4,0,0,0,0,1
"Gm5432",12,6,0,13,6,3,5,2
"Gm5434",24,27,19,23,6,21,16,18
"Gm5441",0,3,0,0,0,0,0,0
"Gm5451",0,3,1,1,0,0,1,0
"Gm5454",57,114,57,39,63,101,64,88
"Gm5464",3,0,0,0,0,0,0,0
"Gm5471",0,0,0,0,1,0,2,1
"Gm5486",0,0,0,0,0,0,0,1
"Gm5493",2,0,4,0,1,0,10,1
"Gm5512",37,26,49,64,27,27,27,36
"Gm5523",2,1,0,0,0,2,0,0
"Gm5528",0,0,3,0,0,0,0,0
"Gm5535",0,0,4,0,0,0,0,0
"Gm5553",4,0,0,0,0,0,0,0
"Gm5576",17,10,2,7,8,7,12,1
"Gm5577",4,0,0,0,0,7,3,5
"Gm5602",0,0,7,0,0,3,2,6
"Gm5617",2,4,1,1,1,13,3,0
"Gm5637",1,8,1,0,1,0,2,1
"Gm5640",0,3,0,0,0,0,0,0
"Gm5643",0,0,1,0,0,1,0,0
"Gm567",0,3,1,0,0,0,0,1
"Gm572",7,0,0,1,0,0,0,0
"Gm5737",0,0,1,1,0,0,0,2
"Gm5741",1,0,0,0,3,0,0,0
"Gm5779",1,1,0,0,0,4,0,0
"Gm5784",6,2,2,1,0,12,0,4
"Gm5785",26,38,30,53,23,62,54,63
"Gm5796",0,0,0,0,0,0,0,8
"Gm5801",41,35,38,30,24,36,34,14
"Gm5820",19,18,42,0,9,22,6,16
"Gm5848",5,8,1,2,15,8,7,2
"Gm5897",2,0,0,0,0,0,0,2
"Gm5914",0,0,0,4,0,0,3,1
"Gm5915",1,2,0,0,0,0,0,2
"Gm5922",4,19,3,14,2,11,3,7
"Gm5928",0,0,0,0,1,0,0,0
"Gm5938",0,0,0,0,148,316,0,0
"Gm5953",3,0,0,5,0,0,1,0
"Gm5977",16,10,8,5,4,6,7,0
"Gm6034",8,1,0,0,8,0,0,1
"Gm609",1,0,0,0,0,0,0,0
"Gm6109",0,0,1,2,0,0,0,0
"Gm6117",2,1,5,0,3,8,2,2
"Gm6145",197,124,230,164,130,149,98,164
"Gm6150",0,0,0,0,0,0,0,1
"Gm6155",1,2,0,2,1,4,0,3
"Gm6158",49,82,63,39,29,49,21,47
"Gm6194",2,0,0,1,3,0,0,0
"Gm6195",12,10,12,18,9,0,5,3
"Gm6209",2,0,7,15,0,4,1,0
"Gm6213",0,0,0,3,0,0,0,0
"Gm6225",2,0,1,0,0,0,0,1
"Gm6260",0,0,0,6,12,0,0,0
"Gm6272",0,2,0,3,0,0,0,0
"Gm6277",27,28,16,22,15,22,6,26
"Gm6285",2,0,0,0,1,0,0,1
"Gm6288",2,0,0,0,0,2,4,0
"Gm6293",0,1,1,0,0,0,0,0
"Gm6297",7,0,6,11,8,5,13,14
"Gm6306",2,0,0,0,0,0,0,0
"Gm6314",9,12,1,11,6,3,1,1
"Gm6345",0,0,4,0,4,0,0,0
"Gm6377",3,0,0,0,2,0,0,0
"Gm6410",5,9,8,10,4,1,7,0
"Gm6485",0,1,1,1,3,4,1,2
"Gm6521",0,0,0,0,0,15,0,0
"Gm6524",4,0,5,0,0,6,5,3
"Gm6525",0,3,0,0,0,2,0,0
"Gm6551",0,0,0,0,0,7,0,0
"Gm6556",35,26,85,10,13,33,39,32
"Gm6559",0,0,2,0,6,0,7,7
"Gm6568",3,5,9,5,24,0,4,1
"Gm6569",2,10,5,2,7,0,0,0
"Gm6579",10,2,1,1,0,1,0,0
"Gm6583",2,0,0,0,0,0,0,0
"Gm6588",0,0,0,3,0,0,0,0
"Gm6598",0,0,0,0,0,0,0,4
"Gm6607",0,0,0,0,0,1,0,0
"Gm6623",4,4,2,8,4,16,12,8
"Gm6625",12,14,5,0,5,9,1,3
"Gm6626",0,0,0,0,0,0,6,0
"Gm6634",0,0,0,0,0,0,0,3
"Gm6657",0,0,0,0,2,0,0,1
"Gm6710",6,0,2,1,4,0,1,0
"Gm6712",17,33,31,46,37,16,31,19
"Gm6713",0,0,0,0,5,0,0,0
"Gm6721",1,0,0,0,0,0,0,0
"Gm6729",0,0,0,0,0,0,0,1
"Gm6787",14,7,6,9,8,4,9,9
"Gm6793",2,0,0,0,0,0,0,0
"Gm6815",0,1,0,0,0,0,0,0
"Gm6829",12,1,13,9,10,25,2,5
"Gm6936",0,0,1,0,0,0,0,0
"Gm6958",3,0,0,0,0,0,0,1
"Gm6961",0,0,0,0,3,0,4,0
"Gm6980",8,0,2,0,27,15,4,10
"Gm6981",3,1,9,1,1,5,0,2
"Gm6988",0,0,0,4,0,2,0,1
"Gm7008",2,0,0,0,0,4,14,3
"Gm7072",79,57,107,47,66,65,61,101
"Gm7094",2,7,10,2,4,8,8,4
"Gm7099",40,44,51,31,43,50,31,48
"Gm7102",0,3,3,0,3,0,6,1
"Gm7104",0,0,0,0,1,0,0,0
"Gm715",26,38,25,19,17,16,15,5
"Gm7206",0,0,0,0,0,1,0,0
"Gm7209",0,0,0,0,0,1,0,0
"Gm7240",0,4,0,0,0,5,9,0
"Gm7241",0,0,0,0,0,1,0,0
"Gm7244",0,0,1,2,0,2,0,1
"Gm7276",35,19,23,41,20,33,43,20
"Gm7334",15,7,12,28,8,25,18,15
"Gm7361",2,0,0,4,5,0,0,0
"Gm7367",1,0,1,0,6,0,1,0
"Gm7420",18,8,22,16,30,21,11,12
"Gm7429",0,0,0,0,0,0,1,0
"Gm7457",0,0,0,2,0,9,6,0
"Gm7467",4,4,0,0,1,2,1,0
"Gm7592",0,3,1,1,0,1,1,0
"Gm7616",1,0,0,0,0,0,0,0
"Gm7628",0,0,2,0,0,0,0,0
"Gm765",83,61,123,36,19,35,8,70
"Gm7694",33,37,42,6,27,54,19,19
"Gm773",0,0,0,15,0,0,0,0
"Gm7854",0,10,2,0,0,0,7,3
"Gm7931",3,0,0,1,0,0,0,1
"Gm7932",5,26,26,4,0,16,12,11
"Gm7967",0,0,0,2,0,0,0,0
"Gm7972",0,0,3,0,0,1,0,5
"Gm7977",0,1,0,0,0,0,1,0
"Gm8013",0,0,0,0,0,0,0,1
"Gm8062",1,0,2,0,4,0,0,0
"Gm807",0,0,1,3,0,5,1,0
"Gm8098",20,7,2,11,5,36,0,10
"Gm8149",7,5,5,8,16,20,6,13
"Gm8234",3,2,4,8,0,13,0,1
"Gm826",1,0,0,0,6,0,0,0
"Gm8273",0,0,2,0,0,0,0,0
"Gm8290",0,2,0,0,2,0,0,0
"Gm830",0,0,3,0,0,0,0,0
"Gm8350",2,0,0,1,8,0,6,0
"Gm8363",3,3,1,0,13,10,2,0
"Gm8364",0,0,0,1,0,0,0,0
"Gm8369",0,0,2,4,0,0,0,0
"Gm8396",9,9,7,34,2,23,11,20
"Gm8417",8,21,0,0,2,3,2,0
"Gm8465",0,0,0,1,7,0,2,1
"Gm8493",2,0,3,0,0,0,0,0
"Gm8587",0,0,0,0,0,0,0,1
"Gm8615",53,91,2,9,8,86,31,39
"Gm8618",0,0,0,3,0,0,2,0
"Gm8624",0,0,2,2,0,0,0,0
"Gm8630",0,0,0,0,3,0,0,0
"Gm867",8,0,2,0,0,0,4,1
"Gm8709",0,4,0,0,1,0,0,0
"Gm8773",0,6,6,0,0,6,5,0
"Gm8801",1,0,0,0,4,1,0,1
"Gm884",1,6,9,21,0,0,8,0
"Gm8909",0,0,0,1,3,0,1,0
"Gm8940",1,0,0,0,0,0,0,0
"Gm8978",0,0,0,0,1,2,0,0
"Gm8995",11,17,24,7,11,11,26,14
"Gm9017",25,16,18,3,15,32,27,17
"Gm9054",0,0,5,0,0,0,0,1
"Gm9057",0,0,1,0,0,5,0,1
"Gm9079",24,59,50,20,15,31,9,25
"Gm9182",3,17,7,1,5,12,25,3
"Gm9199",12,11,43,23,25,2,15,12
"Gm9222",35,64,19,38,40,34,22,43
"Gm9234",1,0,0,0,0,2,1,0
"Gm9237",1,0,0,0,0,0,0,0
"Gm9258",0,0,0,0,0,4,0,0
"Gm9292",0,0,0,0,0,0,1,0
"Gm9372",0,0,0,0,1,0,0,0
"Gm9465",0,8,0,0,0,0,0,0
"Gm9548",0,0,6,0,0,0,0,0
"Gm9567",13,45,43,7,14,3,27,30
"Gm9595",0,0,0,1,0,0,0,0
"Gm960",0,0,7,3,2,0,3,2
"Gm9618",3,0,0,0,0,0,0,0
"Gm973",60,56,44,43,46,37,32,44
"Gm9731",0,1,0,0,0,1,0,0
"Gm9734",5,10,8,6,0,0,1,6
"Gm9748",2,0,3,0,0,6,0,2
"Gm9805",1,0,0,0,0,0,0,5
"Gm9828",17,5,22,55,45,23,2,13
"Gm9833",60,54,83,42,66,84,102,76
"Gm9836",4,1,4,4,3,3,7,6
"Gm9861",4,0,5,0,0,6,0,0
"Gm9866",300,431,224,263,270,268,222,189
"Gm9875",0,0,8,0,0,0,0,0
"Gm9881",0,0,0,0,0,0,0,1
"Gm9884",3,0,2,0,4,14,9,7
"Gm9885",16,15,4,37,22,23,11,16
"Gm9886",7,5,9,0,9,18,16,18
"Gm9895",0,0,2,0,0,0,4,1
