"","SRR1408848","SRR1408849","SRR1408850","SRR1408851","SRR1408852","SRR1408853","SRR1408854","SRR1408855"
"BC024139",0,0,0,2,0,0,0,0
"BC024978",162,169,151,115,79,146,99,143
"BC025920",18,66,26,29,17,27,26,19
"BC028471",5,0,0,0,0,0,0,0
"BC028528",25,8,29,10,4,0,7,10
"BC029722",254,244,128,90,203,275,176,99
"BC030500",78,51,38,58,79,53,43,67
"BC031181",763,558,782,622,582,821,592,538
"BC031361",76,36,63,96,42,60,98,39
"BC034090",27,13,26,2,20,13,13,2
"BC035044",42,27,7,26,6,40,11,13
"BC037032",5,1,5,7,0,0,4,7
"BC037704",4,9,21,15,2,5,0,11
"BC039771",0,0,0,0,0,5,0,0
"BC040756",0,4,0,0,0,0,0,0
"BC046251",2,9,2,7,4,6,20,14
"BC048403",150,81,137,113,109,120,130,115
"BC048507",67,55,77,83,47,82,139,120
"BC049352",0,4,0,0,0,0,5,4
"BC049715",12,16,6,6,0,22,0,6
"BC049762",0,6,2,0,1,0,0,1
"BC051019",0,0,2,0,0,7,0,0
"BC051142",8,2,10,0,0,5,0,5
"BC051226",5,6,4,0,3,17,0,0
"BC051408",0,0,5,0,0,0,0,0
"BC052688",0,0,0,0,2,0,0,0
"BC053393",0,0,0,0,0,0,9,0
"BC055324",13,10,17,0,10,22,9,9
"BC055402",5,0,0,11,0,12,0,2
"BC064078",10,0,27,7,0,3,4,3
"BC065397",8,5,1,0,6,0,0,5
"Bc1",10760,13063,585,268,4272,8791,55,399
"BC106179",0,11,1,0,8,0,3,0
"BC147527",0,8,0,0,0,0,0,0
"Bcam",62,67,25,27,40,90,22,5
"Bcan",981,685,485,378,735,1055,233,215
"Bcap29",706,872,1006,985,787,721,968,874
"Bcap31",811,766,1222,934,610,813,946,777
"Bcar1",210,129,77,55,188,209,64,32
"Bcar3",184,164,145,90,172,195,54,72
"Bcas1",593,514,2193,189,311,401,326,382
"Bcas1os2",0,10,0,2,0,0,0,0
"Bcas2",622,597,721,502,641,633,691,478
"Bcas3",510,515,451,415,453,595,529,333
"Bcas3os2",0,0,0,2,0,0,0,0
"Bcat1",1088,1204,1090,924,1014,1123,1104,977
"Bcat2",52,40,19,16,63,65,8,16
"Bccip",430,340,400,330,324,394,428,276
"Bcdin3d",10,12,13,30,22,28,9,2
"Bche",30,33,136,51,10,59,53,57
"Bckdha",82,90,16,8,89,101,13,8
"Bckdhb",345,165,328,165,161,213,156,191
"Bckdk",260,211,155,110,251,386,180,127
"Bcl10",177,87,221,140,105,141,104,131
"Bcl11a",810,989,607,498,717,822,589,568
"Bcl11b",461,1029,526,415,813,537,816,764
"Bcl2",362,434,514,366,298,425,363,344
"Bcl2a1a",0,0,0,4,1,0,0,0
"Bcl2a1b",4,4,4,0,0,3,2,3
"Bcl2l1",941,891,426,366,805,1038,579,322
"Bcl2l11",97,40,121,32,45,42,38,79
"Bcl2l12",2,0,0,0,3,6,1,3
"Bcl2l13",706,561,890,663,650,886,833,678
"Bcl2l14",0,0,0,0,0,0,0,1
"Bcl2l15",4,0,0,0,0,0,0,0
"Bcl2l2",2005,2103,1808,1391,1814,1821,1570,1284
"Bcl3",12,2,0,0,13,8,0,0
"Bcl6",192,292,234,140,269,231,266,222
"Bcl6b",59,79,46,27,33,56,19,28
"Bcl7a",758,762,449,445,897,983,548,496
"Bcl7b",273,231,175,145,229,267,173,165
"Bcl7c",109,100,77,68,112,131,88,89
"Bcl9",386,455,222,201,421,580,251,250
"Bcl9l",236,212,68,69,222,240,83,60
"Bclaf1",1355,1508,1652,1244,1265,1316,1926,1738
"Bclaf3",92,108,119,143,132,125,113,119
"Bco1",0,0,0,5,0,7,0,1
"Bco2",30,29,94,63,12,23,0,34
"Bcor",412,392,280,157,501,584,276,234
"Bcorl1",316,313,113,109,338,462,135,118
"Bcr",1283,1156,780,674,1001,1358,807,657
"Bcs1l",245,167,190,177,189,198,206,127
"Bdh1",381,413,285,226,363,686,263,251
"Bdh2",18,10,35,13,0,5,3,0
"Bdkrb2",10,0,20,7,7,19,32,3
"Bdnf",860,703,1106,737,849,1239,603,781
"Bdp1",351,331,307,218,339,435,300,425
"BE692007",0,0,0,0,6,0,0,0
"BE949265",4,0,0,2,0,10,0,2
"Bean1",179,187,90,54,148,191,114,104
"Becn1",812,812,832,756,813,1013,798,649
"Begain",556,520,298,235,503,872,209,172
"Bend3",72,103,43,37,36,69,53,54
"Bend4",108,105,158,135,144,156,109,166
"Bend5",79,78,104,56,120,117,101,81
"Bend6",2128,2117,2798,2452,1670,2296,2873,2275
"Bend7",37,32,34,53,16,79,50,47
"Best1",8,0,9,0,1,15,2,3
"Best3",0,0,1,0,0,5,0,3
"Bet1",262,166,433,224,185,210,238,261
"Bet1l",256,291,129,171,232,334,120,108
"Bex1",255,392,221,260,242,334,212,148
"Bex2",1701,1976,1177,1500,1686,1749,1352,1023
"Bex3",1315,1338,911,971,1300,1627,1204,768
"Bex4",17,50,10,35,25,31,30,21
"Bfar",444,427,368,435,443,345,423,280
"Bfsp1",5,6,10,0,0,16,0,2
"Bfsp2",24,12,22,6,10,8,13,3
"Bglap3",4,0,0,0,0,0,0,0
"Bgn",137,148,418,217,121,412,75,155
"Bhlha15",0,0,0,0,0,7,0,1
"Bhlha9",14,30,3,3,0,10,2,3
"Bhlhb9",894,907,1008,941,797,936,988,899
"Bhlhe22",563,559,538,711,329,610,566,543
"Bhlhe23",0,0,0,0,0,0,8,0
"Bhlhe40",3955,2771,3070,2977,2918,4349,2368,2626
"Bhlhe41",492,421,561,368,360,432,411,497
"Bicc1",74,53,134,72,38,22,35,71
"Bicd1",521,838,719,426,482,642,583,746
"Bicd2",536,439,394,258,441,445,288,277
"Bicdl1",207,253,35,64,252,253,61,47
"Bicra",81,96,55,50,90,107,26,39
"Bicral",426,559,414,267,449,528,493,404
"Bid",73,61,54,50,71,77,80,44
"Bin1",1014,1062,739,447,1063,1042,580,481
"Bin2",22,17,40,7,24,59,35,18
"Bin3",80,78,30,42,61,57,40,21
"Birc2",391,436,369,326,260,378,531,386
"Birc3",8,13,36,21,28,30,20,14
"Birc5",0,0,7,3,4,17,11,0
"Birc6",1169,1189,1334,851,1094,1146,1307,1353
"Birc7",1,0,4,0,0,0,0,0
"Bivm",262,190,340,271,236,252,325,342
"Blcap",943,1179,1040,1028,1128,1077,1252,807
"Blk",0,9,0,0,0,0,0,0
"Blm",40,22,83,32,4,20,82,45
"Blmh",650,762,958,788,625,736,902,762
"Blnk",98,60,33,128,65,88,137,73
"Bloc1s1",50,99,23,19,45,81,14,6
"Bloc1s2",62,47,58,32,26,24,62,40
"Bloc1s3",131,107,128,84,101,143,89,111
"Bloc1s4",119,86,123,81,88,75,103,123
"Bloc1s5",131,149,296,159,161,141,236,132
"Bloc1s6",463,371,647,465,403,422,588,663
"Bloc1s6os",0,0,1,0,0,0,0,0
"Blvra",219,183,185,140,152,194,143,109
"Blvrb",27,29,10,11,37,41,9,4
"Blzf1",311,377,436,296,315,237,332,361
"Bmerb1",3155,3225,2181,2054,2987,3512,3176,1881
"Bmf",50,22,27,20,24,29,39,8
"Bmi1",450,399,753,556,377,558,585,540
"Bmncr",5,0,1,6,0,0,0,1
"Bmp1",86,87,64,55,100,126,29,34
"Bmp15",3,3,7,13,0,8,0,5
"Bmp2",50,99,91,55,65,82,100,71
"Bmp2k",209,145,309,111,102,148,207,179
"Bmp3",582,687,750,763,755,860,1220,775
"Bmp4",7,5,14,0,3,29,0,3
"Bmp5",14,6,52,14,4,10,5,17
"Bmp6",97,131,177,95,79,84,25,76
"Bmp7",67,49,66,30,75,97,36,44
"Bmp8a",5,0,5,0,0,3,0,0
"Bmp8b",0,11,0,0,0,0,0,0
"Bmper",222,167,279,105,118,234,114,137
"Bmpr1a",951,769,1700,1166,854,996,1187,1219
"Bmpr1b",224,303,571,430,304,253,431,378
"Bmpr2",2899,3202,4280,3237,2575,2922,4415,4158
"Bms1",323,247,314,255,259,350,301,310
"Bmt2",715,579,1067,536,494,756,769,772
"Bmx",18,12,62,60,2,24,3,46
"Bmyc",162,114,100,88,156,147,99,80
"Bnc2",0,0,25,0,0,0,0,0
"Bnip1",111,183,74,68,125,89,77,55
"Bnip2",302,176,397,221,156,255,193,251
"Bnip3",461,463,616,555,344,421,558,442
"Bnip3l",1488,1551,2312,1697,1317,1559,1744,1670
"Bnip3l-ps",47,56,56,62,44,39,51,65
"Bnip5",140,122,70,83,111,102,120,129
"Boc",158,85,68,78,89,156,72,70
"Bod1",640,547,523,344,428,713,557,245
"Bod1l",598,722,505,321,715,730,563,697
"Bok",348,291,221,225,289,283,87,100
"Bola1",16,11,19,1,26,12,7,8
"Bola2",34,31,7,12,27,47,10,3
"Bola3",175,121,177,171,178,165,165,101
"Boll",77,96,123,57,35,57,91,124
"Bop1",235,215,74,85,219,267,108,43
"Bora",23,25,21,12,7,41,1,11
"Borcs5",283,270,191,192,261,357,205,113
"Borcs6",127,125,122,98,147,141,145,81
"Borcs7",263,306,368,334,225,313,433,345
"Borcs8",89,20,51,19,65,107,38,15
"Bpgm",728,550,893,491,488,810,568,487
"Bphl",202,156,199,216,151,299,219,108
"Bpifa1",0,0,6,0,0,0,0,0
"Bpifa2",0,0,0,10,0,0,0,0
"Bpifb1",1,0,0,0,0,0,2,2
"Bpifb4",4,0,0,2,0,0,7,0
"Bpifc",0,0,0,0,3,6,0,0
"Bpnt1",657,639,573,466,486,676,584,387
"Bpnt2",2430,2672,3969,2430,1939,2327,3603,3165
"Bptf",1013,1079,1001,597,1011,1145,869,1069
"Braf",1618,1758,2350,1534,1533,1838,1814,1894
"Brap",602,664,549,442,643,778,579,428
"Brat1",52,75,47,59,63,72,81,38
"Brca1",30,28,38,15,29,6,5,25
"Brca2",53,39,58,8,37,43,25,51
"Brcc3",420,414,676,468,353,361,573,423
"Brd1",445,406,261,230,433,573,250,284
"Brd2",1826,1931,1413,1156,1696,2415,1285,1319
"Brd3",617,530,333,294,594,661,446,414
"Brd3os",372,305,192,142,270,335,222,168
"Brd4",760,867,683,475,927,819,579,610
"Brd7",532,436,403,459,400,424,292,287
"Brd8",541,486,554,434,418,593,502,460
"Brd9",539,468,426,453,533,642,487,328
"Brdt",172,228,211,134,281,143,270,217
"Brf1",495,576,332,298,489,532,411,348
"Brf2",103,158,101,54,97,154,83,63
"Bri3",52,62,47,33,43,58,51,31
"Bri3bp",1747,1788,1721,1436,1445,1680,1859,1567
"Brinp1",2784,2231,1915,1748,2084,2771,1298,1408
"Brinp2",1019,962,723,705,1084,1488,775,702
"Brinp3",271,246,310,156,230,231,213,238
"Brip1",0,0,0,9,0,7,0,1
"Brip1os",119,129,282,104,139,125,101,111
"Brix1",277,314,348,263,225,242,261,287
"Brk1",1883,2113,1633,1499,1920,2250,2160,1373
"Brms1",115,128,29,21,139,114,37,21
"Brms1l",811,722,965,759,635,748,830,700
"Brox",302,309,303,275,198,306,290,327
"Brpf1",206,182,134,87,201,260,123,99
"Brpf3",267,266,126,148,296,288,155,127
"Brs3",0,0,5,0,0,0,0,0
"Brsk1",1706,1579,864,676,1569,1973,936,624
"Brsk2",1451,1241,931,628,1376,1430,898,717
"Brwd1",1350,966,1214,1020,1000,1182,1243,1117
"Brwd3",158,165,284,100,198,161,153,188
"Bscl2",544,662,480,356,547,689,552,360
"Bsdc1",535,451,304,226,379,682,300,269
"Bsg",4242,3513,3654,3355,3435,3865,3373,2413
"Bsn",4593,4813,3663,3453,4264,5052,4196,3447
"Bspry",5,0,14,9,12,0,0,18
"Bst1",2,0,3,0,0,0,0,0
"Bst2",12,1,13,10,2,10,0,5
"Btaf1",536,543,734,596,583,610,772,580
"Btbd1",746,679,1026,748,535,586,870,867
"Btbd10",1578,1111,1421,1486,1111,1305,1555,1424
"Btbd11",359,563,312,378,401,340,390,414
"Btbd16",0,0,14,0,7,0,1,4
"Btbd17",56,42,49,27,54,62,5,9
"Btbd18",1,0,0,0,0,0,0,0
"Btbd19",56,61,45,74,73,41,67,41
"Btbd2",166,180,45,58,165,221,51,52
"Btbd3",2187,1473,2846,1947,1379,2148,1116,2143
"Btbd6",665,517,301,221,544,684,279,178
"Btbd7",367,316,560,319,309,374,294,378
"Btbd8",2972,2463,2650,1837,2264,3056,2411,2556
"Btbd9",998,814,685,660,992,1206,728,543
"Btc",0,4,12,0,0,0,10,17
"Btd",119,85,105,78,102,90,70,46
"Btf3",228,254,241,206,171,247,226,163
"Btf3l4",161,197,225,245,159,178,201,175
"Btg1",115,152,153,125,126,123,83,109
"Btg1c",0,1,0,0,0,0,0,0
"Btg2",198,276,325,189,172,236,145,117
"Btg3",22,27,30,29,28,10,34,10
"Btk",24,10,13,5,4,0,18,12
"Btla",0,0,0,10,0,0,0,0
"Btn2a2",6,12,18,16,4,3,0,19
"Btrc",1546,1510,1331,1120,1474,1431,1472,894
"Bub1",9,11,0,0,0,4,0,1
"Bub1b",0,10,0,0,0,2,0,8
"Bub3",680,646,882,712,581,731,690,571
"Bud13",76,156,66,14,62,77,34,34
"Bud23",115,76,58,60,62,108,59,32
"Bud31",447,395,478,345,309,282,241,327
"Bves",9,17,28,25,9,12,52,17
"Bvht",5,6,0,0,5,30,2,2
"Bysl",235,152,118,130,233,274,149,107
"Bzw1",2491,2019,3167,2337,1817,2129,2442,2371
"Bzw2",379,439,246,251,352,368,332,303
"C030004G16Rik",0,0,2,0,2,0,0,7
"C030005K06Rik",16,33,27,19,3,15,16,7
"C030006K11Rik",35,70,36,16,50,53,20,13
"C030010L15Rik",2,0,0,0,3,0,0,0
"C030013G03Rik",19,2,17,0,0,2,0,4
"C030018K13Rik",21,34,38,8,7,23,64,27
"C030023E24Rik",32,37,7,0,26,25,0,23
"C030029H02Rik",7,7,38,5,12,4,8,11
"C030034I22Rik",19,29,16,22,10,10,12,6
"C030037D09Rik",42,30,5,9,7,3,5,9
"C030047K22Rik",0,0,0,0,0,9,9,21
"C130013N14Rik",2,0,2,0,1,0,0,0
"C130026L21Rik",45,47,44,61,53,110,38,41
"C130036L24Rik",6,0,0,4,0,0,8,5
"C130046K22Rik",67,66,30,60,33,48,67,41
"C130050O18Rik",0,0,0,5,3,0,0,0
"C130060C02Rik",0,0,4,0,0,0,4,0
"C130071C03Rik",591,577,643,579,466,586,441,548
"C130074G19Rik",851,658,524,395,647,772,434,427
"C130080G10Rik",1,0,0,0,4,0,0,0
"C130083M11Rik",27,29,26,36,33,6,29,25
"C1d",555,558,950,631,433,696,920,708
"C1galt1",120,97,315,190,131,134,169,168
"C1galt1c1",321,325,549,428,251,185,376,286
"C1qa",281,177,151,91,221,296,79,75
"C1qb",280,247,107,106,227,226,91,56
"C1qbp",588,537,778,896,492,656,824,505
"C1qc",177,182,82,37,180,106,53,57
"C1ql1",42,54,16,13,43,58,7,18
"C1ql2",26,37,8,3,10,6,0,14
"C1ql3",1394,1665,1874,2648,1876,2496,2582,2292
"C1ql4",4,2,1,0,0,2,0,0
"C1qtnf1",41,59,53,43,46,77,37,32
"C1qtnf12",42,28,17,7,62,29,21,11
"C1qtnf2",4,3,3,0,11,11,0,0
"C1qtnf3",0,0,3,0,0,0,0,0
"C1qtnf4",68,46,84,50,70,68,59,45
"C1qtnf6",21,29,7,0,0,32,20,11
"C1qtnf7",6,10,21,5,10,8,0,4
"C1qtnf9",0,7,3,1,0,6,0,5
"C1ra",6,14,26,19,6,14,6,9
"C1rb",0,0,0,0,5,4,0,3
"C1rl",0,2,6,1,2,2,5,8
"C1s1",3,13,9,2,6,2,0,3
"C1s2",0,0,0,0,2,0,0,0
"C2",3,0,34,2,0,8,4,6
"C230012O17Rik",11,24,8,8,2,0,6,11
"C230014O12Rik",7,2,0,13,15,4,10,5
"C230024C17Rik",6,0,0,0,0,0,0,0
"C230034O21Rik",93,33,105,80,51,87,74,83
"C230035I16Rik",9,3,11,3,0,0,0,1
"C230037L18Rik",8,13,0,12,2,1,4,1
"C230057M02Rik",123,99,48,89,118,107,90,20
"C230062I16Rik",1,0,0,3,0,0,4,4
"C2cd2",116,122,167,98,133,99,169,173
"C2cd2l",736,870,364,401,743,1054,501,331
"C2cd3",372,355,307,254,297,328,291,321
"C2cd4a",0,3,0,0,0,0,1,0
"C2cd4b",0,0,0,0,10,2,0,2
"C2cd4c",206,238,137,264,254,432,312,179
"C2cd4d",0,0,0,3,0,0,0,0
"C2cd5",354,411,375,339,336,396,490,336
"C2cd6",0,0,0,0,0,0,6,5
"C3",1,5,269,1,6,10,9,4
"C330007P06Rik",227,205,425,308,193,237,275,293
"C330013E15Rik",14,0,5,4,5,0,0,4
"C330016L05Rik",0,0,0,0,4,0,0,0
"C330018A13Rik",8,0,9,2,10,0,1,5
"C330018D20Rik",144,147,178,113,83,131,199,140
"C330020E22Rik",2,6,11,0,4,0,0,2
"C330024D21Rik",0,0,0,0,0,0,0,3
"C330026H20Rik",5,4,6,9,1,21,0,0
"C3ar1",53,2,54,67,43,26,24,38
"C430002N11Rik",0,0,0,0,0,0,0,1
"C430014B12Rik",0,0,12,0,0,0,3,0
"C430042M11Rik",4,11,5,27,7,5,1,5
"C430049B03Rik",5,0,3,0,10,0,4,13
"C4a",8,8,19,3,6,6,0,3
"C4b",80,80,295,34,90,85,28,68
"C4bp",0,0,0,0,0,6,0,0
"C4bp-ps1",0,0,0,0,0,4,0,0
"C530005A16Rik",59,47,66,52,54,26,129,69
"C530044C16Rik",0,0,11,0,0,0,0,2
"C5ar1",12,20,14,12,5,13,0,13
"C5ar2",2,7,0,0,0,7,6,4
"C630028M04Rik",0,0,3,0,0,0,0,1
"C630031E19Rik",0,0,6,0,0,0,0,1
"C7",3,10,15,16,1,29,28,3
"C730002L08Rik",142,98,200,187,91,160,104,146
"C730034F03Rik",0,0,2,5,0,0,0,0
"C77080",257,161,88,63,235,279,105,71
"C87436",177,196,196,114,224,144,207,153
"C8b",0,0,0,0,0,0,5,0
"C8g",7,2,6,2,16,14,0,2
"C920006O11Rik",1,0,0,32,15,28,0,18
"C920021L13Rik",0,0,0,0,0,6,0,0
"C9orf72",312,394,514,407,236,261,460,420
"Caap1",113,100,138,62,81,104,74,100
"Cab39",2594,2380,3267,2285,2450,2517,2636,2603
"Cab39l",509,389,691,435,375,435,665,446
"Cabcoco1",15,3,3,34,49,32,43,29
"Cabin1",357,366,130,135,361,464,157,101
"Cables1",219,213,158,131,178,227,131,137
"Cables2",183,187,102,104,111,170,113,105
"Cabp1",625,448,168,126,465,583,167,117
"Cabp4",3,0,0,7,0,0,0,0
"Cabp7",165,311,156,67,228,192,159,213
"Cabyr",71,64,69,52,92,66,60,65
"Cacfd1",386,489,422,321,480,501,393,297
"Cachd1",65,75,80,32,63,106,98,65
"Cacna1a",710,687,358,252,720,727,399,409
"Cacna1b",895,1022,621,641,949,979,749,706
"Cacna1c",741,696,576,411,607,794,526,614
"Cacna1d",271,299,238,244,307,347,360,255
"Cacna1e",1929,2836,1955,2560,2139,2333,2736,2402
"Cacna1g",360,284,146,107,356,455,152,148
"Cacna1h",150,172,62,72,220,246,91,64
"Cacna1i",1081,881,510,368,862,838,392,450
"Cacna1s",12,13,0,5,22,3,4,1
"Cacna2d1",3281,2809,4578,3853,2489,3807,4442,4280
"Cacna2d2",239,272,192,135,331,301,231,149
"Cacna2d3",865,798,940,802,783,907,725,787
"Cacna2d4",21,39,14,0,30,24,16,18
"Cacnb1",927,832,381,330,856,1161,442,404
"Cacnb2",701,630,634,471,504,542,566,612
"Cacnb3",1646,1290,417,489,1322,1749,471,367
"Cacnb4",2524,2246,3438,1959,1954,2140,2372,2548
"Cacng2",1024,849,585,316,619,758,316,456
"Cacng3",2090,1389,1425,1317,1377,1980,1107,1058
"Cacng4",351,362,353,190,260,313,223,201
"Cacng5",160,158,117,111,92,172,144,162
"Cacng6",20,1,17,20,18,10,20,13
"Cacng7",1470,1202,889,718,1131,1621,731,713
"Cacng8",187,328,174,98,189,206,218,129
"Cactin",91,62,12,16,100,93,18,15
"Cacul1",945,890,1234,1018,888,821,1297,952
"Cacybp",895,951,1211,1105,878,963,915,907
"Cad",102,80,44,42,137,106,69,21
"Cadm1",4187,4863,4453,4535,3836,4073,4771,4876
"Cadm2",4845,3924,7107,3823,3055,4541,4205,5461
"Cadm3",5648,5403,3702,3485,5437,6839,4085,2984
"Cadm4",1461,1222,660,401,1456,1406,685,463
"Cadps",2848,3021,3635,3062,2780,3104,3583,3164
"Cadps2",993,1202,1498,1033,1109,993,1830,1334
"Cage1",11,17,16,25,11,68,24,26
"Calb1",2713,1687,3393,2859,1472,2527,1517,2246
"Calb2",123,215,120,120,118,174,138,79
"Calca",16,24,16,0,4,4,9,4
"Calcb",0,1,0,0,0,0,1,0
"Calcoco1",326,414,271,176,362,460,298,251
"Calcr",0,0,43,0,0,0,0,0
"Calcrl",154,79,227,108,17,183,126,136
"Cald1",266,263,645,234,213,230,216,370
"Calhm2",47,41,46,40,28,28,25,29
"Calhm5",64,61,87,104,64,53,113,92
"Calhm6",0,0,3,0,0,1,5,0
"Calm1",57568,53006,74369,59948,45981,56533,60532,58693
"Calm2",11042,9446,13666,10959,8353,10157,13170,11325
"Calm3",10172,9313,4813,4399,9212,11390,4917,3936
"Calml4",0,0,8,4,0,1,0,2
"Caln1",1922,2492,2145,2509,2412,2564,3207,3014
"Calr",5312,5121,5920,4476,4222,4782,4907,3967
"Calr3",4,9,2,1,7,8,9,4
"Calr4",9,6,18,11,11,2,1,3
"Calu",1388,1341,2086,1756,1208,1498,1625,1503
"Caly",504,612,167,207,619,768,238,126
"Camk1",544,463,336,389,424,546,464,333
"Camk1d",1848,2192,2131,1889,1913,2345,2448,2248
"Camk1g",671,572,286,400,604,896,375,307
"Camk2a",46232,35254,37068,27979,33915,49987,22736,27184
"Camk2b",5394,5393,2997,2759,5795,7186,4059,2489
"Camk2d",1315,1309,1638,1892,1298,1885,1726,1911
"Camk2g",2870,2261,2113,1283,2226,3289,2211,1866
"Camk2n1",44203,31875,56133,35912,24179,36065,19614,37007
"Camk2n2",631,464,375,338,371,660,244,257
"Camk4",3337,2484,3810,2403,2003,3121,3284,3685
"Camkk1",1143,867,582,515,964,1385,577,454
"Camkk2",3736,2586,2405,1234,2231,3432,1454,1724
"Camkmt",228,143,251,146,209,214,309,221
"Camkv",3513,4025,1845,2153,4190,4527,3005,1729
"Caml",248,335,217,269,257,343,374,245
"Camsap1",828,929,651,681,939,935,814,594
"Camsap2",2786,2579,3452,2433,2300,2846,3489,3217
"Camsap3",113,126,48,53,142,162,72,39
"Camta1",3326,3638,4123,2760,2942,3499,3654,3893
"Camta2",1584,1324,626,556,1466,1753,639,573
"Cand1",2371,2380,3233,3099,2149,2447,3556,2919
"Cand2",23,14,15,1,24,19,15,34
"Cant1",319,343,144,138,453,328,231,159
"Canx",5432,5728,8308,6516,4712,5078,7542,6276
"Cap1",3019,2691,2739,2415,2591,2900,2535,1871
"Cap2",4586,4096,4416,3975,3865,4513,3590,3491
"Capg",3,16,20,2,13,5,0,1
"Capn1",138,105,58,61,199,228,77,52
"Capn10",132,128,39,38,122,154,29,42
"Capn11",0,0,0,0,0,12,0,0
"Capn12",1,1,0,1,1,6,4,0
"Capn13",0,0,0,0,0,0,4,0
"Capn15",143,129,38,16,97,216,42,51
"Capn2",676,564,800,599,559,658,495,479
"Capn3",41,101,59,50,36,75,42,30
"Capn5",462,549,378,337,619,816,495,323
"Capn6",2,0,6,0,0,7,0,3
"Capn7",476,388,627,523,350,477,447,571
"Capn9",2,1,0,0,0,0,4,0
"Capns1",1227,1268,739,544,1285,1654,704,465
"Capns2",0,0,0,0,0,6,0,0
"Caprin1",2873,2874,3658,3326,2486,2896,3575,2952
"Caprin2",28,12,28,10,9,12,30,20
"Caps2",1,7,6,22,7,5,7,0
"Capsl",1,6,32,2,6,5,8,5
"Capza1",45,65,83,91,67,59,76,63
"Capza2",3396,3024,5424,3917,2751,3442,4350,4393
"Capzb",2288,2232,1727,1629,2118,2229,1735,1154
"Car10",2605,1813,2486,2127,1798,2321,1448,1909
"Car11",610,616,288,267,434,701,259,185
"Car12",56,84,69,92,35,64,132,31
"Car13",6,0,43,0,1,28,22,7
"Car14",33,17,63,3,0,21,27,11
"Car15",26,36,8,5,40,48,3,2
"Car2",1666,1308,2743,801,934,1126,929,913
"Car3",8,14,3,0,6,4,0,1
"Car4",366,274,255,192,174,351,171,167
"Car5a",0,0,6,0,0,0,0,0
"Car5b",73,19,61,43,57,64,44,57
"Car6",0,7,0,0,32,15,0,0
"Car7",51,54,15,6,35,64,5,6
"Car8",203,104,337,203,143,204,209,211
"Car9",0,0,0,0,0,4,0,0
"Card10",18,31,15,10,7,47,4,6
"Card11",0,0,0,0,0,0,3,0
"Card14",2,0,0,0,0,0,9,0
"Card19",17,6,5,0,18,34,2,3
"Card6",13,13,26,21,23,29,22,21
"Card9",2,3,0,0,5,0,2,0
"Carf",111,158,207,123,149,172,156,215
"Carhsp1",307,255,683,267,205,291,220,266
"Carlr",5,8,4,14,2,16,16,2
"Carm1",372,316,166,164,426,396,185,121
"Carmil1",184,191,175,129,145,220,106,124
"Carmil2",143,136,43,45,138,221,65,31
"Carmil3",26,34,7,1,55,77,32,14
"Carmn",0,0,0,0,4,6,0,0
"Carnmt1",29,53,40,36,5,18,23,22
"Carns1",39,34,60,19,23,9,6,24
"Cars",311,393,301,203,350,345,300,202
"Cars2",57,45,55,44,38,68,29,28
"Cartpt",33,38,24,19,28,27,9,9
"Casc1",1,0,7,0,0,0,1,4
"Casc3",611,573,359,301,566,594,408,358
"Casd1",1030,1096,1559,1463,894,1141,1759,1519
"Cask",1151,1241,1626,1310,1247,1216,1517,1435
"Caskin1",407,540,276,210,446,565,373,220
"Caskin2",102,70,45,10,52,67,31,27
"Casp1",15,19,43,49,19,37,29,46
"Casp12",4,6,27,11,0,8,20,11
"Casp2",101,75,100,125,154,102,71,88
"Casp3",183,147,252,245,204,289,235,224
"Casp4",9,0,0,0,0,0,0,0
"Casp6",22,57,39,19,11,19,15,10
"Casp7",24,14,47,17,47,45,32,17
"Casp8",58,62,63,41,17,33,34,37
"Casp8ap2",222,143,240,183,122,233,200,213
"Casp9",296,268,275,211,287,323,255,234
"Casq1",2,0,6,1,1,0,5,0
"Casq2",31,35,67,43,13,30,18,27
"Casr",1,0,0,0,0,11,0,5
"Cass4",11,10,0,12,0,0,0,2
"Cast",51,57,113,39,65,92,53,57
"Castor1",11,20,7,5,6,48,3,1
"Castor2",1039,1054,828,511,871,904,1026,807
"Casz1",12,5,10,5,24,3,3,3
"Cat",454,325,554,449,395,554,363,439
"Catip",8,0,14,0,11,0,10,1
"Catsper2",10,17,23,6,19,22,13,10
"Catsper3",0,0,0,0,0,0,14,0
"Catsperd",0,0,5,0,0,13,0,0
"Catspere1",0,0,0,0,0,0,0,2
"Catspere2",153,112,167,109,136,91,126,137
"Catsperg1",1,0,0,0,2,0,1,0
"Catsperz",51,22,26,10,53,27,17,14
"Cav1",253,235,405,313,146,368,199,307
"Cav2",483,511,685,432,747,604,500,584
"Cav3",3,2,0,0,0,0,1,0
"Cavin1",261,187,478,228,99,385,193,211
"Cavin2",119,86,230,93,53,110,111,145
"Cavin3",113,69,97,75,72,107,78,44
"Cavin4",21,0,4,9,5,0,10,1
"Cbarp",640,638,197,154,672,862,208,140
"Cbfa2t2",691,618,812,834,665,709,774,816
"Cbfa2t3",315,476,199,157,383,352,267,199
"Cbfb",514,360,716,504,380,479,483,441
"Cbl",792,841,849,681,727,859,953,943
"Cblb",308,311,432,345,286,276,348,293
"Cbll1",375,477,524,382,309,513,593,435
"Cbln1",51,65,58,103,79,50,165,102
"Cbln2",1495,724,1683,904,681,666,821,932
"Cbln3",3,0,2,2,11,0,0,0
"Cbln4",207,122,216,122,117,99,56,159
