"PRJNA252803__1","PRJNA252803__2","PRJNA529794__1","PRJNA529794__2","PRJNA252803_log2fc","PRJNA529794_log2fc","group_num"
9.836,9.27775,1.01146428571429,1.22202083333333,-0.08,0.27,"group_10286"
9.2685,11.69625,0.471714285714286,0.852458333333333,0.34,0.85,"group_10287"
11.45575,15.0665,2.60714285714286,6.84570833333333,0.4,1.39,"group_10288"
16.0315,13.561,2.62442857142857,5.085625,-0.24,0.95,"group_10289"
12.61775,14.94275,0.558357142857143,0.297875,0.24,-0.91,"group_1029"
20.309,18.40725,0,0.301333333333333,-0.14,Inf,"group_10290"
19.17125,13.433,0.228678571428571,0.371479166666667,-0.51,0.7,"group_10291"
7.08775,7.9555,0,0.492458333333333,0.17,Inf,"group_10292"
12.62025,13.93025,4.82757142857143,8.97979166666667,0.14,0.9,"group_10293"
21.9855,19.40925,10.7242857142857,17.939,-0.18,0.74,"group_10294"
11.50675,14.45225,1.85892857142857,2.79229166666667,0.33,0.59,"group_10295"
12.16475,15.35075,3.50978571428571,7.57345833333333,0.34,1.11,"group_10296"
164.06125,165.977,28.0542857142857,29.9615416666667,0.02,0.09,"group_10297"
21.109,23.288,0.0509285714285714,0.801708333333333,0.14,3.98,"group_10298"
15.11025,12.869,2.2205,2.9605,-0.23,0.41,"group_10299"
9.9876,12.7512,0.639571428571429,1.438625,0.35,1.17,"group_103"
27.717625,29.7595,1.80203571428571,4.2671875,0.1,1.24,"group_1030"
13.5645,12.0845,0.875535714285714,3.25577083333333,-0.17,1.89,"group_10300"
54.85775,55.50075,9.13142857142857,11.3715833333333,0.02,0.32,"group_10301"
13.411,12.87375,1.79814285714286,2.191375,-0.06,0.29,"group_10302"
44.38425,52.40625,45.9605714285714,58.0352916666667,0.24,0.34,"group_10303"
17.2385,22.606,0.297142857142857,3.73304166666667,0.39,3.65,"group_10304"
9.67425,8.498375,0.863410714285714,2.83385416666667,-0.19,1.71,"group_1031"
11.316375,11.112625,2.90107142857143,3.53366666666667,-0.03,0.28,"group_1032"
6.995875,9.87875,3.438,2.71341666666667,0.5,-0.34,"group_1033"
5.302,9.55975,0.488,0.229291666666667,0.85,-1.09,"group_1034"
11.327625,8.4595,1.55219047619048,3.08045138888889,-0.42,0.99,"group_1035"
13.2405,13.8325,1.406,2.44175,0.06,0.8,"group_1036"
15.17175,18.5185,1.63825,3.10679166666667,0.29,0.92,"group_1037"
13.709,10.8925,0.163535714285714,1.11033333333333,-0.33,2.76,"group_1038"
26.72475,29.3295833333333,7.92011904761905,13.5809305555556,0.13,0.78,"group_1039"
8.089375,9.51925,1.96580952380952,4.48741666666667,0.23,1.19,"group_104"
11.8625,9.9815,2.87342857142857,1.68158333333333,-0.25,-0.77,"group_1040"
41.809,38.53875,2.10011904761905,3.71379166666667,-0.12,0.82,"group_1042"
9.1875,9.07775,0.659285714285714,4.52358333333333,-0.02,2.78,"group_1043"
20.4265,16.26425,1.21728571428571,2.19104166666667,-0.33,0.85,"group_1044"
9.43075,5.5165,0.00428571428571429,0.775333333333333,-0.77,7.5,"group_1045"
6.44,7.383,1.2822380952381,3.053125,0.2,1.25,"group_1046"
11.7655,9.62,2.13307142857143,5.47320833333333,-0.29,1.36,"group_1048"
9.79675,7.907,0.331,2.42833333333333,-0.31,2.88,"group_1049"
10.89175,10.5275,0.746053571428571,0.8628125,-0.05,0.21,"group_1050"
15.592375,16.601,2.73996428571429,2.9600625,0.09,0.11,"group_107"
23.0755625,26.1515625,2.33353571428571,5.98004166666667,0.18,1.36,"group_108"
22.4205,24.01025,0.661738095238095,2.48652777777778,0.1,1.91,"group_1080"
14.639,12.14775,3.60378571428571,5.86158333333333,-0.27,0.7,"group_1081"
38.65225,34.413,6.40664285714286,13.523375,-0.17,1.08,"group_1082"
7.411875,11.04625,2.32232142857143,2.72635416666667,0.58,0.23,"group_1083"
13.6165,13.610625,0.603714285714286,3.239,0,2.42,"group_1084"
17.5560625,17.9773125,0.869471428571429,2.45764166666667,0.03,1.5,"group_1085"
31.45425,29.951625,3.91128571428571,10.744875,-0.07,1.46,"group_1086"
11.5365,15.135375,15.6063571428571,21.7770416666667,0.39,0.48,"group_1087"
15.249375,17.483875,1.04010714285714,1.04879166666667,0.2,0.01,"group_1088"
17.48125,15.325125,0.852321428571429,1.95739583333333,-0.19,1.2,"group_1089"
7.81241666666667,11.6853333333333,0.495765306122449,1.42209523809524,0.58,1.52,"group_109"
14.284,15.598875,1.085375,1.51554166666667,0.13,0.48,"group_1090"
295.52825,295.048083333333,15.839,24.7597291666667,0,0.64,"group_1091"
7.496125,6.738375,3.63021428571429,9.114,-0.15,1.33,"group_1092"
24.0015,22.9729375,1.68226785714286,3.13515104166667,-0.06,0.9,"group_1093"
43.502125,42.83775,2.72682142857143,11.0520208333333,-0.02,2.02,"group_1094"
53.47375,58.02,1.48725,3.252,0.12,1.13,"group_1095"
11.0915,17.8485,0.0232857142857143,0.178854166666667,0.69,2.94,"group_1096"
66.65825,61.81475,5.34295238095238,7.08468055555556,-0.11,0.41,"group_1097"
25.53875,25.19625,1.09292857142857,2.66658333333333,-0.02,1.29,"group_1098"
35.64,34.54525,1.215,2.148375,-0.05,0.82,"group_1099"
16.06115,17.30215,0.623410714285714,2.043015625,0.11,1.71,"group_11"
10.023,9.53325,0.246214285714286,0.271322916666667,-0.07,0.14,"group_110"
39.489,55.83675,1.01442857142857,1.29141666666667,0.5,0.35,"group_1100"
8.6855,11.888,0.533333333333333,1.96984722222222,0.45,1.88,"group_1101"
19.7255,24.9445,6.90714285714286,13.061875,0.34,0.92,"group_1102"
23.06125,25.28275,1.79011904761905,8.12063888888889,0.13,2.18,"group_1103"
11.839875,8.487375,1.25764285714286,4.558875,-0.48,1.86,"group_1104"
13.0205625,15.90525,3.80239285714286,8.28352083333333,0.29,1.12,"group_1105"
9.450375,11.249125,3.06176785714286,4.77432291666667,0.25,0.64,"group_1106"
16.53525,14.909,6.67035714285714,9.06804166666667,-0.15,0.44,"group_1107"
15.71125,15.512,0.787571428571429,2.971,-0.02,1.92,"group_1108"
26.281,24.69575,1.597,4.124625,-0.09,1.37,"group_1109"
